name ,category ,deadline ,goal ,pledged ,status,backers ,
Character Trait Endorsing Between Friends,Apps,24/7/2014 21:47,10000,35,failed,3,
Vayta 'dekk' Vibration Isolation For Audio Equipment,Sound,13/8/2014 9:33,10000,5118,failed,22,
the b.hive | a maker-truck teaching kids in areas of need!,Makerspaces,16/11/2016 21:11,10000,11413,successful,122,
Bidz Direct - Name Your Price! Get An Instant Response.,Apps,3/1/2015 4:22,1500000,219,failed,8,
Social Media Dedicated to Disaster Information/Assistance,Web,16/7/2016 0:03,25000,10,canceled,1,
Autonomous Agriculture Drone,Flight,5/6/2015 21:12,15000,0,failed,0,
A Portal for Cthulhu's Dark Army (Suspended),Technology,29/4/2015 0:21,5000,31,suspended,3,
Home or Away BBQ Pit,Hardware,14/4/2013 6:00,19350,234,failed,4,
the world´s first air pump in your bicycle,Technology,29/2/2016 21:09,70000,4934,failed,75,
NowWeGo,Apps,31/7/2015 19:00,2500,0,failed,0,
Change Dyslexia: Combatir dislexia con ciencia y tecnología,Software,27/4/2016 2:23,20000,25000.49,successful,483,
ResisTrack - World's 1st Resistance Exercise Fitness Tracker,Technology,5/5/2015 18:00,50000,2111,canceled,26,
The Bike Truck,Technology,15/11/2014 22:21,60000,50,failed,1,
Extension Framework: The Browser Extension Framework,Software,1/5/2015 6:01,5000,42,failed,7,
Redefining Sports Entertainment,Web,27/4/2015 21:33,50000,150,failed,3,
"Squidbud - Quick, Simple and Tangle Free Earbud Storage",Gadgets,1/7/2015 4:00,95000,438,failed,27,
Perchino™ : A hackable controller for your SeaPerch ROV.,Robots,24/11/2014 16:42,17000,441,failed,7,
Emergency 911 App,Apps,16/7/2015 20:58,175000,130,failed,4,
Pi Crust - Easily Connect Electronics To Your Raspberry Pi,Hardware,6/9/2013 21:00,750,10965,successful,269,
GMF's Magnetic Self-Aligning Light Projector for Aquariums,Gadgets,18/3/2016 14:18,25000,78,failed,4,
EliteNote - A desktop and mobile app,Apps,29/7/2016 21:42,3500,0,failed,0,
Start Making iOS 8 Apps by Learning Swift and Xcode,Apps,16/12/2014 15:04,2200,36,failed,3,
SmartBalanceLight improve Power & balance in golf & baseball,Wearables,9/11/2015 15:31,20000,41000,successful,81,
World's Fastest Paperless Conversion Platform for Mobile App,Technology,23/4/2014 0:04,23650,785,failed,9,
Karma - Social Gift Economy App / Geschenkwirtschaft als App,Apps,6/5/2016 22:27,10000,206,failed,9,
CompuTracker - Track your laptop or PC,Technology,13/2/2015 16:49,1000,0,failed,0,
WiFi Explore,Technology,27/5/2016 23:51,20000,161,failed,10,
RYNKL wrinkle analysis app,Apps,13/1/2016 19:35,7000,12187,successful,96,
POWER GENERATION THROUGH INNOVATION,DIY Electronics,1/1/2015 19:40,15000,5,failed,2,
Multi Color Desktop 3D Printing - Parfait Printing,3D Printing,24/1/2015 22:36,3000,715,failed,10,
Mynbar,Apps,11/1/2016 12:11,44000,2,failed,2,
transpeoplemeet.com,Web,30/10/2016 20:29,10000,1,failed,1,
Revolutionary Dating App (Canceled),Apps,3/12/2015 17:58,10000,40,canceled,1,
Open Source POI Database (Canceled),Technology,4/4/2011 3:34,2500,5,canceled,1,
KUBERG FREE-RIDER,Hardware,13/4/2014 18:04,100000,37121,failed,24,
Eco friendly clip-on dog deodorant with smart technology.,Wearables,31/10/2016 4:00,25000,690,failed,9,
"iParty App ""Revolutionizing The Way You Find Local Parties""",Apps,12/8/2015 18:30,920,1,failed,1,
Developer web and database hosting,Web,15/2/2015 10:50,5000,1,failed,1,
Immersive Language Learning Mobile Virtual Reality,Apps,12/4/2015 19:13,25000,755,canceled,8,
VIE SHAIR: Pain-Free Sociable Headphones,Sound,23/4/2016 14:00,150000,175112,successful,731,
Charger. Cable. Memory in the Size of a Lighter. (Canceled),Technology,8/5/2015 8:01,20000,5990,canceled,54,
CROSSDRESSER DATING APP FOR iOS AND ANDROID- Travmaga.com,Apps,29/11/2015 13:03,15000,51,failed,5,
Mobile asset tracking - anywhere-anytime-anydevice,Software,10/12/2015 8:15,24900,0,failed,0,
The Line Buddy,Gadgets,13/1/2017 15:51,12000,0,live,0,
Computing for the Advancement of Science,Software,13/4/2013 1:30,37000,7437,failed,32,
Custom Cmm fixturing,3D Printing,23/11/2015 19:58,8000,1,failed,1,
True Clean Energy for a better future of mankind,Technology,3/7/2015 21:04,2000000,0,failed,0,
Somni: Rethink Sleep. Learn Smarter.,Technology,10/6/2015 19:49,35000,3716,failed,53,
Geigers for Saint Louis,Technology,4/1/2016 22:52,1800,1617,failed,20,
App for soccer predictions,Apps,11/8/2015 16:55,5000,0,failed,0,
Falcon Ultralight Personal Aircraft (FUPA),Flight,25/3/2015 6:38,100000,28,failed,4,
Wireless daisy chain-able turn / stop signals for cyclist,Gadgets,2/6/2016 18:32,15000,16,failed,2,
Sharing is Caring - Alternative Travel App,Apps,26/6/2016 23:46,5000,10,failed,1,
Robotic Pipe Organ,Technology,15/8/2011 8:59,1000,1105.14,successful,33,
University Revision Software,Technology,6/10/2013 21:11,3000,10,failed,1,
HISCORE Engine Project (Suspended),Technology,18/12/2014 14:00,1500000,0,suspended,0,
Lotus2D Game Engine,Software,14/7/2016 19:03,38000,1751,canceled,28,
""" Q "" The complete 3D Printing system",3D Printing,28/2/2015 19:12,40000,9678,failed,30,
FREVENDA Social Network,Apps,24/9/2014 1:55,99000,5,failed,1,
CUBESAT MODELS,Technology,13/12/2016 8:33,50000,1,live,1,
"babie mobilizer, golden cross",Technology,2/1/2016 8:23,1,2,successful,1,
KinCards - Share Contacts differently!,Software,10/7/2015 22:45,5000,0,failed,0,
SkiOdorant Ski Gear Deodorant by TheSnowBum,Technology,3/12/2016 18:47,6000,20,failed,1,
V-Desktop Sensor Control (Suspended),Technology,24/10/2014 0:27,3500,15790,suspended,188,
Wewebdevelop,Apps,7/8/2015 0:00,5000,5,failed,1,
INTERNATIONAL SENIORS FOUNDATION,Apps,9/9/2015 19:08,1000,1111,successful,17,
"Gravgen, gravity powered generators.",Technology,9/8/2014 0:32,250000,31,failed,20,
HourBlock: a day planner for your task list and calendar,Apps,15/3/2015 5:44,500,93,failed,16,
Translation Network - Flyktingtelefonen,Apps,15/11/2015 0:00,300000,6755,failed,16,
TrustyTraitors printerfund,3D Printing,19/8/2014 21:26,1500,77,failed,3,
Meet Up For Coffee,Apps,12/7/2016 1:00,16500,64,failed,4,
SoberTool - Alcoholism and Addiction Rehab Mobile App,Apps,6/3/2016 0:03,25000,25,failed,1,
SMARTVOIP - THE  ULTIMATE TOOL FOR 100% SAFE VOIP CALLS,Hardware,20/3/2015 11:41,30000,1069,failed,17,
selfme,Technology,3/5/2015 3:19,5500,1,failed,1,
Sonic Entertainment Corp,Software,14/8/2015 21:20,900000,0,failed,0,
Free Educational App,Apps,14/9/2014 1:26,2000,1,failed,1,
Bonobox — Holograms With Your iPhone,Gadgets,15/10/2015 23:18,7500,951,failed,47,
The TV Tropes Revitalization Project,Web,30/12/2014 21:50,50000,105186.64,successful,3109,
Support UNLV's Hubo at the DARPA Robotics Challenge,Robots,16/5/2015 20:10,10000,355,failed,6,
The Information Cube 2.0,Technology,16/8/2012 19:16,2000,6184.32,successful,152,
The String Butler Acrylic for Guitars,Technology,1/12/2016 21:34,1000,528,failed,10,
BackerSupport - The KickStarter Management & Logistics App,Software,16/8/2014 14:28,100,326.01,successful,42,
Yogport,Apps,14/9/2015 17:34,10000,165,failed,5,
"EQORIA Human Energy Network - One World, True Freedom",Web,31/1/2015 21:14,500000,85,canceled,4,
Social Media Bully Accountability Website,Web,21/4/2015 1:53,10000,50,failed,1,
DAA-Dazzling  Accountancy Application,Software,24/6/2014 23:56,15000,65,failed,2,
Live the Italian lifestyle,Software,27/12/2015 20:32,49000,15,failed,1,
"ARING PRO: Smart ring, no typing and no choice apps.",Wearables,17/12/2015 14:59,35000,1512,failed,28,
Knock Knock App - Always find what you are looking for,Apps,10/10/2014 23:47,3000,0,failed,0,
Otrera Game Builder (Canceled),Software,8/12/2014 21:07,90000,32175,canceled,31,
Final Kickstarter,Technology,18/3/2012 20:30,2018,2018,successful,24,
RAW:  An eco-friendly iPhone 4 case,Hardware,6/9/2011 21:05,9975,297,failed,12,
Smartphone Scope Mount: Digiscope with your tablet or phone,Camera Equipment,28/4/2015 18:56,20000,22257,successful,73,
"PAKPOWER, The CCP Pack",Wearables,30/6/2016 20:45,850,0,failed,0,
The Habittack: A social motivation app to help build habits,Apps,23/10/2015 9:00,2000,2189.52,successful,55,
WeRunQC,Web,15/8/2014 22:44,2500,110,failed,6,
thrint - inspiring the 3D printing home revolution,Technology,24/4/2013 13:43,12000,685,failed,10,
Genie Cup is a cup that will make your life better.,Technology,11/11/2014 20:40,50000,0,failed,0,
Panda's Racing and Apparel,Wearables,3/5/2015 20:25,10000,1,failed,1,
PokéTaxi,Software,5/9/2016 19:42,50000,19,canceled,4,
Laser Cube 2.0 + EasyGcode Software for All Laser Machines,Technology,21/7/2015 6:00,2000,31503,successful,131,
Portable emergecy/industrial super bright led light,Gadgets,9/4/2015 13:18,25000,1010,failed,2,
"Forget About Passwords, Use Your Fingerprint As The Key!",Hardware,26/6/2015 17:15,35000,4464,suspended,77,
Alz App - for Caregivers of Alzheimer's,Apps,22/10/2014 17:05,25000,50,failed,1,
Scholarship Finder- What if scholarships searched for you?,Apps,29/7/2015 16:14,21000,0,failed,0,
Mapz.mobi opening the door on location based data,Software,27/4/2014 21:59,6000,4,failed,3,
"The ""DeBooter"" (TM)",Gadgets,12/3/2016 16:55,40000,2650,failed,35,
Innovation Expo Tour 2016,Technology,14/5/2016 17:13,20000,2,failed,2,
Black Lab Image Creator,Technology,15/8/2014 20:34,12000,0,failed,0,
Entrepreneur looking for investment,Web,11/10/2015 19:30,20000,0,failed,0,
The app that ties all of your cloud storage together,Apps,18/10/2014 20:50,55000,625,failed,13,
Big Bench By Ben-a-fit,Apps,8/10/2014 18:27,8000,8000,successful,13,
"The iOS Aesthetic An Apple Podcast, Done Right (Canceled)",Technology,2/12/2011 6:00,1500,0,canceled,0,
Homes 35% cheaper & $0 fees,Software,18/6/2015 6:42,10000,1,failed,1,
Tender Moments,Apps,15/8/2015 18:53,5000,56,failed,2,
Prototype of the Future,Technology,26/9/2011 4:32,5000,95,failed,4,
Mstick : One Source Multi Use Smart LED Light,Gadgets,14/12/2015 1:46,50000,110483.01,successful,1301,
Science Fair Project - Solar Powered Go Kart,Hardware,27/2/2013 20:08,2500,753,failed,23,
Frugal Disruptive's Tribal Browser,Software,14/9/2013 20:41,10000,100,failed,1,
Make-IT,Apps,20/10/2015 2:19,15000,1,failed,1,
Wimpelcentrum.nl,Web,19/10/2014 12:43,20000,125,failed,1,
Image Recognition Software with Keyword Assist,Apps,12/3/2016 8:57,100000,0,failed,0,
LensRacks - Quick Change Camera Gear Storage System,Camera Equipment,1/3/2015 17:59,20000,33875,successful,669,
QLite DIY Handheld Controller,DIY Electronics,10/5/2014 6:15,7000,2477,failed,35,
AirVR - Virtual Reality for iOS,Technology,16/10/2014 17:05,20000,28666,successful,495,
Fox-Talk,Software,5/8/2016 23:30,500,67,failed,2,
CaseCam: The Ultimate Selfie Device,Camera Equipment,22/8/2014 2:00,25000,25208,successful,370,
Skriware - Home 3D Printing for everyone,3D Printing,20/1/2016 17:27,440000,528140.86,successful,207,
MyYouthHub,Apps,9/12/2015 17:39,40000,250,failed,3,
Breakup Rocks!!!,Technology,19/9/2016 15:31,6000,52,failed,1,
BLUEmometer - a waterproof thermometer for iOS and Android,Hardware,6/3/2015 21:43,50000,4315,failed,185,
MBLOK - One memory for all devices. Always by your side.,Hardware,16/6/2014 17:22,120000,109513.94,failed,502,
Trumpocracy - Drain The Swamp,Web,19/12/2016 6:45,25000,0,live,0,
hAPPy hour,Apps,1/11/2016 0:27,46000,1,failed,1,
Angel Net GPS Tracker w Temperature Sensor + Live Tracking,Technology,31/3/2016 6:43,3000,7038,successful,21,
Minster Rocket Club - TARC Competition,Flight,6/5/2015 19:06,1500,50,failed,2,
"Children's 1st FREE & SAFE eMail, Chat, Social Network",Apps,23/2/2015 0:00,35000,26,failed,2,
Pesterchum 4.13 by ghostDunk (Canceled),Software,25/11/2013 11:13,1500,2685.13,canceled,68,
Ultimate Foot Protection: Fighting Diabetes and Neuropathy,Wearables,18/11/2016 21:29,22000,2041,failed,56,
SECRIATI - Knot your Average Accessory! (Canceled),Wearables,29/11/2015 6:22,375000,595,canceled,10,
RS-HFIQ 5W Software Defined Radio (SDR) Tranceiver,Technology,2/12/2016 14:29,15000,58298,successful,273,
Optonaut - 3D Panoramas with your Smartphone,Apps,11/6/2015 7:53,15000,8900,failed,235,
VennYu.com - New Search Engine & Crowd-Sourced Data Archive,Web,15/11/2014 1:00,68000,1,failed,1,
The Ficly Server Support Project,Software,1/9/2009 6:00,800,870,successful,31,
Sightseeing Drone self guided tours,Flight,20/4/2016 20:23,100000,45,failed,1,
Snowflake: The Exclusive Ski & Ride Meet up application.,Apps,28/7/2015 18:59,35000,11795,failed,24,
Google StopHop (Canceled),Apps,14/12/2015 22:14,50000,0,canceled,0,
ALOCORUM - location-based marketplace application,Apps,5/1/2015 19:00,100000,26,failed,2,
ARIIS - The Most Versatile Sports Performance Monitor,Gadgets,16/11/2016 17:45,5500,6375,successful,92,
Whoneedsa4th.com,Web,8/3/2015 13:01,75000,27,failed,4,
Let's challenge eBAY! (Canceled),Web,11/3/2015 20:58,3000,0,canceled,0,
Cycle Safety App cycling motorcyclist safety vehicles roads,Apps,21/12/2016 1:00,5000,0,live,0,
"PaintIT!Pro ""Paint it like a Pro"" The Nail Polish Applicator",Technology,15/9/2014 5:48,3000,42,failed,3,
Nower - beyond social networks,Apps,30/11/2016 22:52,10000,0,failed,0,
404 ERROR: The first emergency kit for an internet blackout.,Apps,17/7/2015 9:53,250000,602,failed,7,
Classic PDP8 Replica,Hardware,24/2/2013 15:36,17970,19412,successful,30,
"BugVibes™-Better Flowers, Plants, Trees with less Pesticides",Gadgets,12/8/2014 20:57,25000,260,failed,9,
Kester Kits,DIY Electronics,30/11/2016 18:57,2000,221,failed,6,
Our-Watch: Bringing Policing to the Frontline in America,Apps,27/11/2016 20:27,5000,316,failed,7,
The One Dollar Backers Collective: investing together,Technology,26/2/2015 19:46,1000,7,failed,7,
plode.me server costs,Software,2/12/2010 18:12,500,20,failed,1,
3Dspotfinder - shop localy for 3D products and services,Web,11/10/2014 17:35,3000,0,failed,0,
Tribal Rides - Transportation Networking - Self Driving Cars,Software,16/12/2014 14:16,100000,1980,failed,18,
DronesBench: the world's first drones test bench (Canceled),Hardware,6/6/2016 7:57,20000,1910,canceled,7,
Last Will,Web,27/11/2015 19:52,11000,27,failed,5,
BALL UP New and Innovative Golf Ball,Technology,10/3/2016 21:12,145000,1348,failed,10,
Spiro X1 - Making wired headphones wireless,Gadgets,17/6/2015 18:30,75000,6837,failed,117,
Digital Target Monitor (Video Spotting Scope),Technology,29/4/2016 2:33,4000,14122,successful,42,
Gudagi,Software,13/6/2010 6:18,7500,0,failed,0,
Smart Sail Technology™ for ANY size sailboat!,Technology,3/8/2016 16:07,25000,226,failed,6,
Oreggio.com,Technology,11/8/2014 8:40,300000,8,failed,1,
"Develop Websites using HTML5, CSS, PHP and JavaScript.",Web,17/12/2015 12:21,15000,0,failed,0,
"The ""Brain""",Hardware,26/4/2015 0:13,100000,314,failed,20,
360Heros: 360° Video/Photo Gear – 3D Printed for GoPro®,Camera Equipment,28/6/2013 6:53,75000,15703,failed,53,
Hex: Magical Storytelling Beacon (Canceled),Technology,27/5/2016 16:04,48000,5304,canceled,31,
Developing Business Intelligence Software for Nonprofits,Software,2/10/2011 16:44,2500,2810,successful,47,
HifiPix - View and Share Hi-Res Images Anywhere Online,Technology,20/4/2013 19:32,175000,5686,canceled,9,
Swipe it Fwd - Penny Mobile Donation App,Apps,18/9/2015 23:58,60000,67,failed,2,
Fitness Revolution / Push Up Challenge,Web,30/7/2014 22:15,5000,5,failed,1,
CollegeMeans,Web,10/4/2015 20:26,25000,0,failed,0,
Tabla AEIOU One Handed Two Handed Keyboard Development Kit,Wearables,10/8/2014 0:43,88888,11,failed,4,
ROI Analysis Tool for Residential Solar and Wind Power,Software,21/7/2010 2:00,1900,180,failed,3,
SUNO WALLET: Have The Sun In Your Pockets!,Gadgets,2/9/2015 16:24,5000,11964,successful,232,
The TangiBot - the affordable Open Source 3D Printer,Technology,8/9/2012 6:02,500000,54959.66,failed,77,
LMcable | The world's first IOS & Android Common Connector,Gadgets,31/3/2016 2:29,5000,217178,suspended,5549,
Last Chance!!! Get your Accutech Next Gen Miter Mill today,Fabrication Tools,18/6/2015 20:16,24000,6711,failed,6,
The YourGymGF Fitness/Nutrition Social Media Application,Apps,18/3/2015 17:00,4000,4200,successful,41,
Arkonn Vehicle Intelligence Website,Web,24/9/2015 17:45,25000,1,failed,1,
Resaic,Web,8/11/2014 11:30,50,0,failed,0,
HHO THE POWER OF WATER On demand hydrogen system go green,DIY Electronics,25/8/2016 20:35,100000,139,failed,5,
EasyMath,Apps,15/9/2016 5:37,3000,75,failed,2,
FlizzIt - An EcoFriendly Website That Buys Used Electronics,Web,4/9/2014 23:19,2000,3,failed,3,
Change Management For Data Science,Software,9/10/2016 0:46,2000,189,failed,4,
Religion scientifique du gros bon sens/Scientific Religion,Web,13/3/2016 16:14,50000,100,suspended,1,
Flickerstrip: The customizable home Wi-Fi LED light strip,Gadgets,4/6/2016 20:42,9200,23702,successful,211,
Restoration of an American Icon,Technology,29/10/2014 16:35,15000,8,failed,3,
Carbon Block - Sequester Carbon Dioxide - Fix Global Warming,Technology,9/3/2016 21:34,10000,1001,failed,9,
DoodleeBooks: Read. Listen. Create. Share. Personalized!,Software,30/6/2014 9:05,27500,2370,canceled,41,
agapt - an adaptable internet application (Canceled),Web,28/2/2015 3:25,80000,6340,canceled,9,
MiConsole (Canceled),Hardware,26/3/2015 20:23,50000,120,canceled,1,
Erasable Circuit Marker: Draw and Edit Circuits Smoothly,DIY Electronics,14/1/2015 8:59,10000,13989,successful,271,
Smart Radio,Gadgets,10/7/2015 19:36,6000,0,failed,0,
OlePatriot1 Flag Waving Alarm Clock Radio and Sound Recorder,Hardware,16/9/2013 7:00,18000,297,failed,9,
TOICUBE - COMBINED HOLDER FOR TOILET PAPER & WET WIPES,Technology,4/2/2016 11:54,39000,4254,canceled,12,
MYOS Plastic Injection Molding Machine - Make Your Own Stuff,Hardware,18/2/2011 7:40,20000,1276,failed,15,
Road Lynk - Smarter driving today. Safer drivers tomorrow.,Apps,27/7/2015 19:25,37500,125,canceled,4,
So-Gnar Sounds stereo infused lifejacket and sports apparel,Wearables,1/7/2016 18:41,250000,535,failed,8,
Simple & Independent Solar Energy System [SISES],DIY Electronics,22/2/2015 5:58,200,202,successful,6,
Skinner Gravity Drive Force Multiplier Build/Demonstrations,Technology,27/2/2015 2:08,35000,2,failed,2,
GUD4IT,Technology,18/2/2016 2:10,45000,0,failed,0,
Fleet  -  Connecting Runners Through Music,Apps,9/8/2014 3:56,80000,1230.01,failed,7,
Projects in Node.JS - Learn Node.js By Building 10 Projects,Web,11/4/2015 20:16,2500,17195,successful,749,
Workout Bunnies The First Major Social Network For Fitness,Web,11/9/2014 2:17,60000,0,canceled,0,
GeoChat,Apps,25/10/2014 5:25,15000,6,failed,2,
Mommy's Watches (Canceled),Hardware,1/8/2015 8:45,5000,951,canceled,24,
Me Yearly,Technology,4/6/2015 10:17,50000,0,failed,0,
"zDevice -- ""Control Your Life""",Software,11/2/2012 22:03,75000,6822,failed,50,
Lumos - A Next Generation Bicycle Helmet,Technology,13/8/2015 16:52,125000,809551,successful,6072,
Colossal Cryptos,Software,11/12/2016 19:59,500,38,live,6,
STEM SLAM: Science Weekends for Curious Kids,Makerspaces,20/3/2015 20:10,50000,3824,failed,55,
